place,Jurisdiction,Name,Value,year,Jurisdiction 2
69645,Sheridan,Households,2261.0,2014,Sheridan
70360,Silver Plume,Households,110.0,2014,Silver Plume
75640,Superior,Households,4410.0,2014,Superior
77290,Thornton,Households,41632.0,2014,Thornton
82735,Ward,Households,50.0,2014,Ward
83835,Westminster,Households,41821.0,2014,Westminster
84440,Wheat Ridge,Households,13895.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Households,21362.0,2014,Weld County (DRCOG)
8000,Region,Households,1152691.0,2014,Region
3455,Arvada,Average Household Size,2.5,2014,Arvada
4000,Aurora,Average Household Size,2.73,2014,Aurora
6090,Bennett,Average Household Size,2.51,2014,Bennett
7025,Black Hawk,Average Household Size,2.36,2014,Black Hawk
7850,Boulder City,Average Household Size,2.23,2014,Boulder City
8001,Adams County,Average Household Size,2.95,2014,Adams County
8005,Arapahoe County,Average Household Size,2.59,2014,Arapahoe County
8013,Boulder County,Average Household Size,2.43,2014,Boulder County
8014,Broomfield City/County,Average Household Size,2.59,2014,Broomfield City/County
8019,Clear Creek County,Average Household Size,2.19,2014,Clear Creek County
8031,Denver City/County,Average Household Size,2.28,2014,Denver City/County
8035,Douglas County,Average Household Size,2.84,2014,Douglas County
8047,Gilpin County,Average Household Size,2.22,2014,Gilpin County
8059,Jefferson County,Average Household Size,2.44,2014,Jefferson County
8070,Bow Mar,Average Household Size,3.1,2014,Bow Mar
8123,Weld County,Average Household Size,2.8,2014,Weld County
8675,Brighton,Average Household Size,3.05,2014,Brighton
12387,Castle Pines,Average Household Size,2.89,2014,Castle Pines
12415,Castle Rock,Average Household Size,2.89,2014,Castle Rock
12815,Centennial,Average Household Size,2.69,2014,Centennial
12910,Central City,Average Household Size,1.79,2014,Central City
13845,Cherry Hills Village,Average Household Size,2.99,2014,Cherry Hills Village
16385,Columbine Valley,Average Household Size,2.55,2014,Columbine Valley
16495,Commerce City,Average Household Size,3.32,2014,Commerce City
19080,Dacono,Average Household Size,2.69,2014,Dacono
19630,Deer Trail,Average Household Size,2.17,2014,Deer Trail
23135,Edgewater,Average Household Size,2.21,2014,Edgewater
23740,Elizabeth,Average Household Size,2.97,2014,Elizabeth
24620,Empire,Average Household Size,2.01,2014,Empire
24785,Englewood,Average Household Size,2.17,2014,Englewood
24950,Erie,Average Household Size,2.97,2014,Erie
26270,Federal Heights,Average Household Size,2.73,2014,Federal Heights
26600,Firestone,Average Household Size,3.21,2014,Firestone
27700,Fort Lupton,Average Household Size,2.92,2014,Fort Lupton
28105,Foxfield,Average Household Size,2.44,2014,Foxfield
28360,Frederick,Average Household Size,2.99,2014,Frederick
29735,Georgetown,Average Household Size,2.06,2014,Georgetown
30340,Glendale,Average Household Size,1.82,2014,Glendale
30835,Golden,Average Household Size,2.28,2014,Golden
33035,Greenwood Village,Average Household Size,2.41,2014,Greenwood Village
37820,Hudson,Average Household Size,2.74,2014,Hudson
38370,Idaho Springs,Average Household Size,2.23,2014,Idaho Springs
39195,Jamestown,Average Household Size,2.49,2014,Jamestown
40185,Keenesburg,Average Household Size,2.88,2014,Keenesburg
40790,Kiowa,Average Household Size,2.69,2014,Kiowa
41835,Lafayette,Average Household Size,2.46,2014,Lafayette
42495,Lakeside,Average Household Size,1.33,2014,Lakeside
43000,Lakewood,Average Household Size,2.3,2014,Lakewood
43550,Larkspur,Average Household Size,2.04,2014,Larkspur
45255,Littleton,Average Household Size,2.27,2014,Littleton
45955,Lone Tree,Average Household Size,2.59,2014,Lone Tree
45970,Longmont,Average Household Size,2.6,2014,Longmont
46355,Louisville,Average Household Size,2.42,2014,Louisville
47070,Lyons,Average Household Size,2.56,2014,Lyons
49600,Mead,Average Household Size,2.81,2014,Mead
52075,Morrison,Average Household Size,1.96,2014,Morrison
52350,Mountain View,Average Household Size,2.04,2014,Mountain View
53175,Nederland,Average Household Size,2.38,2014,Nederland
54330,Northglenn,Average Household Size,2.65,2014,Northglenn
57630,Parker,Average Household Size,2.92,2014,Parker
60160,Platteville,Average Household Size,2.9,2014,Platteville
69645,Sheridan,Average Household Size,2.57,2014,Sheridan
70360,Silver Plume,Average Household Size,2.12,2014,Silver Plume
75640,Superior,Average Household Size,2.88,2014,Superior
77290,Thornton,Average Household Size,2.98,2014,Thornton
82735,Ward,Average Household Size,2.14,2014,Ward
83835,Westminster,Average Household Size,2.6,2014,Westminster
84440,Wheat Ridge,Average Household Size,2.16,2014,Wheat Ridge
8124,Weld County (DRCOG),Average Household Size,2.863910214399401,2014,Weld County (DRCOG)
8000,Region,Average Household Size,2.545646118517452,2014,Region
3455,Arvada,Median Age,40.5,2014,Arvada
4000,Aurora,Median Age,33.4,2014,Aurora
6090,Bennett,Median Age,40.2,2014,Bennett
7025,Black Hawk,Median Age,52.2,2014,Black Hawk
7850,Boulder City,Median Age,28.3,2014,Boulder City
8001,Adams County,Median Age,32.8,2014,Adams County
8005,Arapahoe County,Median Age,36.0,2014,Arapahoe County
8013,Boulder County,Median Age,35.7,2014,Boulder County
8014,Broomfield City/County,Median Age,37.4,2014,Broomfield City/County
8019,Clear Creek County,Median Age,48.0,2014,Clear Creek County
8031,Denver City/County,Median Age,34.0,2014,Denver City/County
8035,Douglas County,Median Age,37.2,2014,Douglas County
8047,Gilpin County,Median Age,43.3,2014,Gilpin County
8059,Jefferson County,Median Age,40.4,2014,Jefferson County
8070,Bow Mar,Median Age,45.4,2014,Bow Mar
8123,Weld County,Median Age,33.7,2014,Weld County
8675,Brighton,Median Age,32.8,2014,Brighton
12387,Castle Pines,Median Age,40.8,2014,Castle Pines
12415,Castle Rock,Median Age,35.0,2014,Castle Rock
12815,Centennial,Median Age,40.9,2014,Centennial
12910,Central City,Median Age,42.3,2014,Central City
13845,Cherry Hills Village,Median Age,46.3,2014,Cherry Hills Village
16385,Columbine Valley,Median Age,54.1,2014,Columbine Valley
16495,Commerce City,Median Age,30.7,2014,Commerce City
19080,Dacono,Median Age,37.4,2014,Dacono
19630,Deer Trail,Median Age,51.8,2014,Deer Trail
23135,Edgewater,Median Age,31.9,2014,Edgewater
23740,Elizabeth,Median Age,31.5,2014,Elizabeth
24620,Empire,Median Age,48.4,2014,Empire
24785,Englewood,Median Age,36.6,2014,Englewood
24950,Erie,Median Age,36.1,2014,Erie
26270,Federal Heights,Median Age,32.4,2014,Federal Heights
26600,Firestone,Median Age,31.3,2014,Firestone
27700,Fort Lupton,Median Age,34.7,2014,Fort Lupton
28105,Foxfield,Median Age,51.2,2014,Foxfield
28360,Frederick,Median Age,34.8,2014,Frederick
29735,Georgetown,Median Age,40.3,2014,Georgetown
30340,Glendale,Median Age,27.0,2014,Glendale
30835,Golden,Median Age,30.7,2014,Golden
33035,Greenwood Village,Median Age,44.6,2014,Greenwood Village
37820,Hudson,Median Age,35.6,2014,Hudson
38370,Idaho Springs,Median Age,41.7,2014,Idaho Springs
39195,Jamestown,Median Age,40.1,2014,Jamestown
40185,Keenesburg,Median Age,35.0,2014,Keenesburg
40790,Kiowa,Median Age,39.2,2014,Kiowa
41835,Lafayette,Median Age,38.4,2014,Lafayette
42495,Lakeside,Median Age,36.5,2014,Lakeside
43000,Lakewood,Median Age,38.3,2014,Lakewood
43550,Larkspur,Median Age,47.8,2014,Larkspur
45255,Littleton,Median Age,42.0,2014,Littleton
45955,Lone Tree,Median Age,38.6,2014,Lone Tree
45970,Longmont,Median Age,36.5,2014,Longmont
46355,Louisville,Median Age,42.2,2014,Louisville
47070,Lyons,Median Age,38.4,2014,Lyons
49600,Mead,Median Age,42.6,2014,Mead
52075,Morrison,Median Age,66.5,2014,Morrison
52350,Mountain View,Median Age,36.5,2014,Mountain View
53175,Nederland,Median Age,37.0,2014,Nederland
54330,Northglenn,Median Age,34.3,2014,Northglenn
57630,Parker,Median Age,34.0,2014,Parker
60160,Platteville,Median Age,34.7,2014,Platteville
69645,Sheridan,Median Age,33.7,2014,Sheridan
70360,Silver Plume,Median Age,46.2,2014,Silver Plume
75640,Superior,Median Age,34.4,2014,Superior
77290,Thornton,Median Age,32.3,2014,Thornton
82735,Ward,Median Age,40.2,2014,Ward
83835,Westminster,Median Age,35.4,2014,Westminster
84440,Wheat Ridge,Median Age,42.5,2014,Wheat Ridge
8124,Weld County (DRCOG),Median Age,36.613300540911546,2014,Weld County (DRCOG)
8000,Region,Median Age,36.068672684925865,2014,Region
3455,Arvada,Median Household Income,69550.0,2014,Arvada
4000,Aurora,Median Household Income,52275.0,2014,Aurora
6090,Bennett,Median Household Income,50094.0,2014,Bennett
7025,Black Hawk,Median Household Income,39250.0,2014,Black Hawk
7850,Boulder City,Median Household Income,58062.0,2014,Boulder City
8001,Adams County,Median Household Income,57421.0,2014,Adams County
8005,Arapahoe County,Median Household Income,62213.0,2014,Arapahoe County
8013,Boulder County,Median Household Income,69407.0,2014,Boulder County
8014,Broomfield City/County,Median Household Income,80430.0,2014,Broomfield City/County
8019,Clear Creek County,Median Household Income,68531.0,2014,Clear Creek County
8031,Denver City/County,Median Household Income,51800.0,2014,Denver City/County
8035,Douglas County,Median Household Income,102626.0,2014,Douglas County
8047,Gilpin County,Median Household Income,65851.0,2014,Gilpin County
8059,Jefferson County,Median Household Income,69698.0,2014,Jefferson County
8070,Bow Mar,Median Household Income,171875.0,2014,Bow Mar
8123,Weld County,Median Household Income,58100.0,2014,Weld County
8675,Brighton,Median Household Income,60319.0,2014,Brighton
12387,Castle Pines,Median Household Income,137426.0,2014,Castle Pines
12415,Castle Rock,Median Household Income,86563.0,2014,Castle Rock
12815,Centennial,Median Household Income,90090.0,2014,Centennial
12910,Central City,Median Household Income,45147.0,2014,Central City
13845,Cherry Hills Village,Median Household Income,215299.0,2014,Cherry Hills Village
16385,Columbine Valley,Median Household Income,131250.0,2014,Columbine Valley
16495,Commerce City,Median Household Income,64672.0,2014,Commerce City
19080,Dacono,Median Household Income,44817.0,2014,Dacono
19630,Deer Trail,Median Household Income,32083.0,2014,Deer Trail
23135,Edgewater,Median Household Income,42058.0,2014,Edgewater
23740,Elizabeth,Median Household Income,55066.0,2014,Elizabeth
24620,Empire,Median Household Income,49375.0,2014,Empire
24785,Englewood,Median Household Income,46776.0,2014,Englewood
24950,Erie,Median Household Income,108857.0,2014,Erie
26270,Federal Heights,Median Household Income,36823.0,2014,Federal Heights
26600,Firestone,Median Household Income,81559.0,2014,Firestone
27700,Fort Lupton,Median Household Income,47583.0,2014,Fort Lupton
28105,Foxfield,Median Household Income,94167.0,2014,Foxfield
28360,Frederick,Median Household Income,80727.0,2014,Frederick
29735,Georgetown,Median Household Income,69167.0,2014,Georgetown
30340,Glendale,Median Household Income,37654.0,2014,Glendale
30835,Golden,Median Household Income,58630.0,2014,Golden
33035,Greenwood Village,Median Household Income,109180.0,2014,Greenwood Village
37820,Hudson,Median Household Income,48393.0,2014,Hudson
38370,Idaho Springs,Median Household Income,52064.0,2014,Idaho Springs
39195,Jamestown,Median Household Income,51875.0,2014,Jamestown
40185,Keenesburg,Median Household Income,49635.0,2014,Keenesburg
40790,Kiowa,Median Household Income,52778.0,2014,Kiowa
41835,Lafayette,Median Household Income,71038.0,2014,Lafayette
42495,Lakeside,Median Household Income,18750.0,2014,Lakeside
43000,Lakewood,Median Household Income,56134.0,2014,Lakewood
43550,Larkspur,Median Household Income,56250.0,2014,Larkspur
45255,Littleton,Median Household Income,62683.0,2014,Littleton
45955,Lone Tree,Median Household Income,110694.0,2014,Lone Tree
45970,Longmont,Median Household Income,60218.0,2014,Longmont
46355,Louisville,Median Household Income,92121.0,2014,Louisville
47070,Lyons,Median Household Income,90603.0,2014,Lyons
49600,Mead,Median Household Income,86394.0,2014,Mead
52075,Morrison,Median Household Income,71250.0,2014,Morrison
52350,Mountain View,Median Household Income,41417.0,2014,Mountain View
53175,Nederland,Median Household Income,62125.0,2014,Nederland
54330,Northglenn,Median Household Income,53616.0,2014,Northglenn
57630,Parker,Median Household Income,98170.0,2014,Parker
60160,Platteville,Median Household Income,58750.0,2014,Platteville
69645,Sheridan,Median Household Income,36250.0,2014,Sheridan
70360,Silver Plume,Median Household Income,46250.0,2014,Silver Plume
75640,Superior,Median Household Income,116250.0,2014,Superior
77290,Thornton,Median Household Income,66160.0,2014,Thornton
82735,Ward,Median Household Income,68333.0,2014,Ward
83835,Westminster,Median Household Income,66300.0,2014,Westminster
84440,Wheat Ridge,Median Household Income,49003.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Median Household Income,75907.9015541616,2014,Weld County (DRCOG)
8000,Region,Median Household Income,65649.60101623072,2014,Region
3455,Arvada,High School Diploma or More,94.31566533446897,2014,Arvada
4000,Aurora,High School Diploma or More,86.46193911927303,2014,Aurora
6090,Bennett,High School Diploma or More,93.14857582755967,2014,Bennett
7025,Black Hawk,High School Diploma or More,95.08196721311475,2014,Black Hawk
7850,Boulder City,High School Diploma or More,95.55896131942389,2014,Boulder City
8001,Adams County,High School Diploma or More,81.75222578070748,2014,Adams County
8005,Arapahoe County,High School Diploma or More,91.78330061021467,2014,Arapahoe County
8013,Boulder County,High School Diploma or More,93.95041795254348,2014,Boulder County
8014,Broomfield City/County,High School Diploma or More,94.84003343719128,2014,Broomfield City/County
8019,Clear Creek County,High School Diploma or More,96.02536997885835,2014,Clear Creek County
8031,Denver City/County,High School Diploma or More,85.5791747805014,2014,Denver City/County
8035,Douglas County,High School Diploma or More,97.41519751792552,2014,Douglas County
8047,Gilpin County,High School Diploma or More,94.56366237482118,2014,Gilpin County
8059,Jefferson County,High School Diploma or More,93.77996817353797,2014,Jefferson County
8070,Bow Mar,High School Diploma or More,100.0,2014,Bow Mar
8123,Weld County,High School Diploma or More,86.54667184164565,2014,Weld County
8675,Brighton,High School Diploma or More,83.54795221049696,2014,Brighton
12387,Castle Pines,High School Diploma or More,98.51477795930492,2014,Castle Pines
12415,Castle Rock,High School Diploma or More,94.90814942670447,2014,Castle Rock
12815,Centennial,High School Diploma or More,97.40395468416872,2014,Centennial
12910,Central City,High School Diploma or More,91.84060721062619,2014,Central City
13845,Cherry Hills Village,High School Diploma or More,99.29302779132131,2014,Cherry Hills Village
16385,Columbine Valley,High School Diploma or More,97.88135593220339,2014,Columbine Valley
16495,Commerce City,High School Diploma or More,78.20913127948931,2014,Commerce City
19080,Dacono,High School Diploma or More,84.48102116224386,2014,Dacono
19630,Deer Trail,High School Diploma or More,92.831541218638,2014,Deer Trail
23135,Edgewater,High School Diploma or More,80.60606060606061,2014,Edgewater
23740,Elizabeth,High School Diploma or More,92.56505576208178,2014,Elizabeth
24620,Empire,High School Diploma or More,95.08928571428571,2014,Empire
24785,Englewood,High School Diploma or More,88.59918883986272,2014,Englewood
24950,Erie,High School Diploma or More,97.50479846449136,2014,Erie
26270,Federal Heights,High School Diploma or More,69.95996568487274,2014,Federal Heights
26600,Firestone,High School Diploma or More,96.204645513891,2014,Firestone
27700,Fort Lupton,High School Diploma or More,72.99766305502443,2014,Fort Lupton
28105,Foxfield,High School Diploma or More,95.99198396793587,2014,Foxfield
28360,Frederick,High School Diploma or More,96.18049959709911,2014,Frederick
29735,Georgetown,High School Diploma or More,93.48341232227489,2014,Georgetown
30340,Glendale,High School Diploma or More,90.18567639257294,2014,Glendale
30835,Golden,High School Diploma or More,94.53067257945307,2014,Golden
33035,Greenwood Village,High School Diploma or More,97.61066158971919,2014,Greenwood Village
37820,Hudson,High School Diploma or More,83.79599741768884,2014,Hudson
38370,Idaho Springs,High School Diploma or More,93.66351056081574,2014,Idaho Springs
39195,Jamestown,High School Diploma or More,100.0,2014,Jamestown
40185,Keenesburg,High School Diploma or More,85.23489932885906,2014,Keenesburg
40790,Kiowa,High School Diploma or More,91.62640901771337,2014,Kiowa
41835,Lafayette,High School Diploma or More,94.66164144681329,2014,Lafayette
42495,Lakeside,High School Diploma or More,100.0,2014,Lakeside
43000,Lakewood,High School Diploma or More,90.93701847120091,2014,Lakewood
43550,Larkspur,High School Diploma or More,89.3491124260355,2014,Larkspur
45255,Littleton,High School Diploma or More,94.40753402567245,2014,Littleton
45955,Lone Tree,High School Diploma or More,98.02799756542909,2014,Lone Tree
45970,Longmont,High School Diploma or More,87.52397573914396,2014,Longmont
46355,Louisville,High School Diploma or More,98.45697329376854,2014,Louisville
47070,Lyons,High School Diploma or More,97.92060491493383,2014,Lyons
49600,Mead,High School Diploma or More,89.65927099841521,2014,Mead
52075,Morrison,High School Diploma or More,89.86666666666666,2014,Morrison
52350,Mountain View,High School Diploma or More,81.20481927710843,2014,Mountain View
53175,Nederland,High School Diploma or More,98.59611231101512,2014,Nederland
54330,Northglenn,High School Diploma or More,86.25744017492003,2014,Northglenn
57630,Parker,High School Diploma or More,97.5909452770759,2014,Parker
60160,Platteville,High School Diploma or More,76.9182782283219,2014,Platteville
69645,Sheridan,High School Diploma or More,78.47389558232932,2014,Sheridan
70360,Silver Plume,High School Diploma or More,97.39583333333333,2014,Silver Plume
75640,Superior,High School Diploma or More,98.37141775028405,2014,Superior
77290,Thornton,High School Diploma or More,87.33006998454887,2014,Thornton
82735,Ward,High School Diploma or More,97.70114942528735,2014,Ward
83835,Westminster,High School Diploma or More,90.19706510356458,2014,Westminster
84440,Wheat Ridge,High School Diploma or More,88.19323334495989,2014,Wheat Ridge
8124,Weld County (DRCOG),High School Diploma or More,90.90416758978904,2014,Weld County (DRCOG)
8000,Region,High School Diploma or More,90.15361980267919,2014,Region
3455,Arvada,Bachelor's Degree or More,69.96920657799909,2014,Arvada
4000,Aurora,Bachelor's Degree or More,61.140227711898575,2014,Aurora
6090,Bennett,Bachelor's Degree or More,50.65434949961509,2014,Bennett
7025,Black Hawk,Bachelor's Degree or More,46.721311475409834,2014,Black Hawk
7850,Boulder City,Bachelor's Degree or More,88.31745589439036,2014,Boulder City
8001,Adams County,Bachelor's Degree or More,52.41096013460057,2014,Adams County
8005,Arapahoe County,Bachelor's Degree or More,71.13467624301585,2014,Arapahoe County
8013,Boulder County,Bachelor's Degree or More,81.11191726787794,2014,Boulder County
8014,Broomfield City/County,Bachelor's Degree or More,79.6438432505003,2014,Broomfield City/County
8019,Clear Creek County,Bachelor's Degree or More,74.46088794926004,2014,Clear Creek County
8031,Denver City/County,Bachelor's Degree or More,67.43055728726262,2014,Denver City/County
8035,Douglas County,Bachelor's Degree or More,83.7949175581866,2014,Douglas County
8047,Gilpin County,Bachelor's Degree or More,72.69909394372914,2014,Gilpin County
8059,Jefferson County,Bachelor's Degree or More,72.3533784208212,2014,Jefferson County
8070,Bow Mar,Bachelor's Degree or More,95.6958393113343,2014,Bow Mar
8123,Weld County,Bachelor's Degree or More,59.28827867261789,2014,Weld County
8675,Brighton,Bachelor's Degree or More,51.99200409093022,2014,Brighton
12387,Castle Pines,Bachelor's Degree or More,91.2668944007129,2014,Castle Pines
12415,Castle Rock,Bachelor's Degree or More,78.21477006534336,2014,Castle Rock
12815,Centennial,Bachelor's Degree or More,82.85328093864527,2014,Centennial
12910,Central City,Bachelor's Degree or More,65.65464895635674,2014,Central City
13845,Cherry Hills Village,Bachelor's Degree or More,92.51584592881521,2014,Cherry Hills Village
16385,Columbine Valley,Bachelor's Degree or More,89.61864406779661,2014,Columbine Valley
16495,Commerce City,Bachelor's Degree or More,49.81612545101304,2014,Commerce City
19080,Dacono,Bachelor's Degree or More,42.45885119247565,2014,Dacono
19630,Deer Trail,Bachelor's Degree or More,49.82078853046595,2014,Deer Trail
23135,Edgewater,Bachelor's Degree or More,53.22314049586777,2014,Edgewater
23740,Elizabeth,Bachelor's Degree or More,55.39033457249071,2014,Elizabeth
24620,Empire,Bachelor's Degree or More,54.464285714285715,2014,Empire
24785,Englewood,Bachelor's Degree or More,63.62258768997638,2014,Englewood
24950,Erie,Bachelor's Degree or More,86.8282149712092,2014,Erie
26270,Federal Heights,Bachelor's Degree or More,36.059479553903344,2014,Federal Heights
26600,Firestone,Bachelor's Degree or More,75.20874449673599,2014,Firestone
27700,Fort Lupton,Bachelor's Degree or More,38.79328659443382,2014,Fort Lupton
28105,Foxfield,Bachelor's Degree or More,79.55911823647294,2014,Foxfield
28360,Frederick,Bachelor's Degree or More,72.48992747784045,2014,Frederick
29735,Georgetown,Bachelor's Degree or More,68.00947867298578,2014,Georgetown
30340,Glendale,Bachelor's Degree or More,72.48010610079575,2014,Glendale
30835,Golden,Bachelor's Degree or More,78.12269031781227,2014,Golden
33035,Greenwood Village,Bachelor's Degree or More,89.79533555449785,2014,Greenwood Village
37820,Hudson,Bachelor's Degree or More,42.349903163331184,2014,Hudson
38370,Idaho Springs,Bachelor's Degree or More,60.23306627822287,2014,Idaho Springs
39195,Jamestown,Bachelor's Degree or More,92.63157894736842,2014,Jamestown
40185,Keenesburg,Bachelor's Degree or More,55.257270693512304,2014,Keenesburg
40790,Kiowa,Bachelor's Degree or More,51.690821256038646,2014,Kiowa
41835,Lafayette,Bachelor's Degree or More,79.74911402373854,2014,Lafayette
42495,Lakeside,Bachelor's Degree or More,75.0,2014,Lakeside
43000,Lakewood,Bachelor's Degree or More,67.38965066609452,2014,Lakewood
43550,Larkspur,Bachelor's Degree or More,62.72189349112426,2014,Larkspur
45255,Littleton,Bachelor's Degree or More,76.49487196026575,2014,Littleton
45955,Lone Tree,Bachelor's Degree or More,85.84297017650638,2014,Lone Tree
45970,Longmont,Bachelor's Degree or More,66.90570406593976,2014,Longmont
46355,Louisville,Bachelor's Degree or More,89.10237388724036,2014,Louisville
47070,Lyons,Bachelor's Degree or More,80.46628859483302,2014,Lyons
49600,Mead,Bachelor's Degree or More,67.86846275752774,2014,Mead
52075,Morrison,Bachelor's Degree or More,56.266666666666666,2014,Morrison
52350,Mountain View,Bachelor's Degree or More,61.204819277108435,2014,Mountain View
53175,Nederland,Bachelor's Degree or More,85.31317494600432,2014,Nederland
54330,Northglenn,Bachelor's Degree or More,53.480179778920515,2014,Northglenn
57630,Parker,Bachelor's Degree or More,83.45159392198262,2014,Parker
60160,Platteville,Bachelor's Degree or More,43.7305053025577,2014,Platteville
69645,Sheridan,Bachelor's Degree or More,44.712182061579654,2014,Sheridan
70360,Silver Plume,Bachelor's Degree or More,67.70833333333333,2014,Silver Plume
75640,Superior,Bachelor's Degree or More,94.16740310566847,2014,Superior
77290,Thornton,Bachelor's Degree or More,59.25964397470688,2014,Thornton
82735,Ward,Bachelor's Degree or More,85.05747126436782,2014,Ward
83835,Westminster,Bachelor's Degree or More,67.1109358212406,2014,Westminster
84440,Wheat Ridge,Bachelor's Degree or More,63.13655388908266,2014,Wheat Ridge
8124,Weld County (DRCOG),Bachelor's Degree or More,65.36198705167024,2014,Weld County (DRCOG)
8000,Region,Bachelor's Degree or More,70.09711169026032,2014,Region
3455,Arvada,Housing Units,45156.0,2014,Arvada
4000,Aurora,Housing Units,130835.0,2014,Aurora
6090,Bennett,Housing Units,829.0,2014,Bennett
7025,Black Hawk,Housing Units,65.0,2014,Black Hawk
7850,Boulder City,Housing Units,44029.0,2014,Boulder City
8001,Adams County,Housing Units,164384.0,2014,Adams County
8005,Arapahoe County,Housing Units,240486.0,2014,Arapahoe County
8013,Boulder County,Housing Units,128600.0,2014,Boulder County
8014,Broomfield City/County,Housing Units,23897.0,2014,Broomfield City/County
8019,Clear Creek County,Housing Units,5693.0,2014,Clear Creek County
8031,Denver City/County,Housing Units,290624.0,2014,Denver City/County
8035,Douglas County,Housing Units,109835.0,2014,Douglas County
8047,Gilpin County,Housing Units,3408.0,2014,Gilpin County
8059,Jefferson County,Housing Units,231262.0,2014,Jefferson County
8070,Bow Mar,Housing Units,357.0,2014,Bow Mar
8123,Weld County,Housing Units,97904.0,2014,Weld County
8675,Brighton,Housing Units,11342.0,2014,Brighton
12387,Castle Pines,Housing Units,3789.0,2014,Castle Pines
12415,Castle Rock,Housing Units,18497.0,2014,Castle Rock
12815,Centennial,Housing Units,39597.0,2014,Centennial
12910,Central City,Housing Units,513.0,2014,Central City
13845,Cherry Hills Village,Housing Units,2229.0,2014,Cherry Hills Village
16385,Columbine Valley,Housing Units,505.0,2014,Columbine Valley
16495,Commerce City,Housing Units,15626.0,2014,Commerce City
19080,Dacono,Housing Units,1696.0,2014,Dacono
19630,Deer Trail,Housing Units,228.0,2014,Deer Trail
23135,Edgewater,Housing Units,2437.0,2014,Edgewater
23740,Elizabeth,Housing Units,499.0,2014,Elizabeth
24620,Empire,Housing Units,184.0,2014,Empire
24785,Englewood,Housing Units,15233.0,2014,Englewood
24950,Erie,Housing Units,6598.0,2014,Erie
26270,Federal Heights,Housing Units,4655.0,2014,Federal Heights
26600,Firestone,Housing Units,3509.0,2014,Firestone
27700,Fort Lupton,Housing Units,2723.0,2014,Fort Lupton
28105,Foxfield,Housing Units,286.0,2014,Foxfield
28360,Frederick,Housing Units,3370.0,2014,Frederick
29735,Georgetown,Housing Units,753.0,2014,Georgetown
30340,Glendale,Housing Units,2721.0,2014,Glendale
30835,Golden,Housing Units,7941.0,2014,Golden
33035,Greenwood Village,Housing Units,6369.0,2014,Greenwood Village
37820,Hudson,Housing Units,922.0,2014,Hudson
38370,Idaho Springs,Housing Units,998.0,2014,Idaho Springs
39195,Jamestown,Housing Units,129.0,2014,Jamestown
40185,Keenesburg,Housing Units,528.0,2014,Keenesburg
40790,Kiowa,Housing Units,362.0,2014,Kiowa
41835,Lafayette,Housing Units,10724.0,2014,Lafayette
42495,Lakeside,Housing Units,8.0,2014,Lakeside
43000,Lakewood,Housing Units,65141.0,2014,Lakewood
43550,Larkspur,Housing Units,109.0,2014,Larkspur
45255,Littleton,Housing Units,20041.0,2014,Littleton
45955,Lone Tree,Housing Units,4907.0,2014,Lone Tree
45970,Longmont,Housing Units,35130.0,2014,Longmont
46355,Louisville,Housing Units,8156.0,2014,Louisville
47070,Lyons,Housing Units,928.0,2014,Lyons
49600,Mead,Housing Units,1422.0,2014,Mead
52075,Morrison,Housing Units,140.0,2014,Morrison
52350,Mountain View,Housing Units,298.0,2014,Mountain View
53175,Nederland,Housing Units,716.0,2014,Nederland
54330,Northglenn,Housing Units,14624.0,2014,Northglenn
57630,Parker,Housing Units,16970.0,2014,Parker
60160,Platteville,Housing Units,927.0,2014,Platteville
69645,Sheridan,Housing Units,2414.0,2014,Sheridan
70360,Silver Plume,Housing Units,168.0,2014,Silver Plume
75640,Superior,Housing Units,4671.0,2014,Superior
77290,Thornton,Housing Units,43949.0,2014,Thornton
82735,Ward,Housing Units,85.0,2014,Ward
83835,Westminster,Housing Units,44442.0,2014,Westminster
84440,Wheat Ridge,Housing Units,14787.0,2014,Wheat Ridge
8124,Weld County (DRCOG),Housing Units,22307.0,2014,Weld County (DRCOG)
8000,Region,Housing Units,1220496.0,2014,Region
3455,Arvada,Occupied Housing,43779.0,2014,Arvada
4000,Aurora,Occupied Housing,123344.0,2014,Aurora
6090,Bennett,Occupied Housing,755.0,2014,Bennett
7025,Black Hawk,Occupied Housing,55.0,2014,Black Hawk
7850,Boulder City,Occupied Housing,41687.0,2014,Boulder City
8001,Adams County,Occupied Housing,155047.0,2014,Adams County
8005,Arapahoe County,Occupied Housing,228267.0,2014,Arapahoe County
8013,Boulder County,Occupied Housing,121526.0,2014,Boulder County
8014,Broomfield City/County,Occupied Housing,22651.0,2014,Broomfield City/County
8019,Clear Creek County,Occupied Housing,4103.0,2014,Clear Creek County
8031,Denver City/County,Occupied Housing,271054.0,2014,Denver City/County
8035,Douglas County,Occupied Housing,105404.0,2014,Douglas County
8047,Gilpin County,Occupied Housing,2463.0,2014,Gilpin County
8059,Jefferson County,Occupied Housing,220814.0,2014,Jefferson County
8070,Bow Mar,Occupied Housing,343.0,2014,Bow Mar
8123,Weld County,Occupied Housing,92369.0,2014,Weld County
8675,Brighton,Occupied Housing,10895.0,2014,Brighton
12387,Castle Pines,Occupied Housing,3671.0,2014,Castle Pines
12415,Castle Rock,Occupied Housing,17767.0,2014,Castle Rock
